board,model,problem_set,problem_index,problem_id,result,runs
scored,Gemma 4 31B IT,extra_hard,52,EH_052,correct,G
scored,Gemma 4 31B IT,extra_hard,53,EH_053,incorrect,R
scored,Gemma 4 31B IT,extra_hard,54,EH_054,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,55,EH_055,incorrect,R
scored,Gemma 4 31B IT,extra_hard,56,EH_056,incorrect,R
scored,Gemma 4 31B IT,extra_hard,57,EH_057,incorrect,R
scored,Gemma 4 31B IT,extra_hard,58,EH_058,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,59,EH_059,incorrect,R
scored,Gemma 4 31B IT,extra_hard,60,EH_060,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,61,EH_061,incorrect,R
scored,Gemma 4 31B IT,extra_hard,62,EH_062,mixed,GRG
scored,Gemma 4 31B IT,extra_hard,63,EH_063,incorrect,R
scored,Gemma 4 31B IT,extra_hard,64,EH_064,mixed,RRG
scored,Gemma 4 31B IT,extra_hard,65,EH_065,incorrect,R
scored,Gemma 4 31B IT,extra_hard,66,EH_066,mixed,RGR
scored,Gemma 4 31B IT,extra_hard,67,EH_067,incorrect,R
scored,Gemma 4 31B IT,extra_hard,68,EH_068,mixed,RRG
scored,Gemma 4 31B IT,extra_hard,69,EH_069,incorrect,R
scored,Gemma 4 31B IT,extra_hard,70,EH_070,correct,G
scored,Gemma 4 31B IT,extra_hard,71,EH_071,incorrect,R
scored,Gemma 4 31B IT,extra_hard,72,EH_072,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,73,EH_073,incorrect,R
scored,Gemma 4 31B IT,extra_hard,74,EH_074,correct,G
scored,Gemma 4 31B IT,extra_hard,75,EH_075,incorrect,R
scored,Gemma 4 31B IT,extra_hard,76,EH_076,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,77,EH_077,incorrect,R
scored,Gemma 4 31B IT,extra_hard,78,EH_078,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,79,EH_079,incorrect,R
scored,Gemma 4 31B IT,extra_hard,80,EH_080,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,81,EH_081,incorrect,R
scored,Gemma 4 31B IT,extra_hard,82,EH_082,mixed,RRG
scored,Gemma 4 31B IT,extra_hard,83,EH_083,incorrect,R
scored,Gemma 4 31B IT,extra_hard,84,EH_084,correct,G
scored,Gemma 4 31B IT,extra_hard,85,EH_085,incorrect,R
scored,Gemma 4 31B IT,extra_hard,86,EH_086,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,87,EH_087,incorrect,R
scored,Gemma 4 31B IT,extra_hard,88,EH_088,correct,G
scored,Gemma 4 31B IT,extra_hard,89,EH_089,incorrect,R
scored,Gemma 4 31B IT,extra_hard,90,EH_090,correct,G
scored,Gemma 4 31B IT,extra_hard,91,EH_091,incorrect,R
scored,Gemma 4 31B IT,extra_hard,92,EH_092,mixed,RGR
scored,Gemma 4 31B IT,extra_hard,93,EH_093,incorrect,R
scored,Gemma 4 31B IT,extra_hard,94,EH_094,correct,G
scored,Gemma 4 31B IT,extra_hard,95,EH_095,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,96,EH_096,correct,G
scored,Gemma 4 31B IT,extra_hard,97,EH_097,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,98,EH_098,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,99,EH_099,incorrect,R
scored,Gemma 4 31B IT,extra_hard,100,EH_100,correct,G
scored,Gemma 4 31B IT,extra_hard,101,EH_101,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,102,EH_102,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,103,EH_103,mixed,RGR
scored,Gemma 4 31B IT,extra_hard,104,EH_104,correct,G
scored,Gemma 4 31B IT,extra_hard,105,EH_105,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,106,EH_106,correct,G
scored,Gemma 4 31B IT,extra_hard,107,EH_107,mixed,GRG
scored,Gemma 4 31B IT,extra_hard,108,EH_108,correct,G
scored,Gemma 4 31B IT,extra_hard,109,EH_109,mixed,RRG
scored,Gemma 4 31B IT,extra_hard,110,EH_110,correct,G
scored,Gemma 4 31B IT,extra_hard,111,EH_111,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,112,EH_112,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,113,EH_113,incorrect,R
scored,Gemma 4 31B IT,extra_hard,114,EH_114,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,115,EH_115,incorrect,R
scored,Gemma 4 31B IT,extra_hard,116,EH_116,correct,G
scored,Gemma 4 31B IT,extra_hard,117,EH_117,correct,G
scored,Gemma 4 31B IT,extra_hard,118,EH_118,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,119,EH_119,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,120,EH_120,mixed,GGR
scored,Gemma 4 31B IT,extra_hard,121,EH_121,correct,G
scored,Gemma 4 31B IT,extra_hard,122,EH_122,correct,G
scored,Gemma 4 31B IT,extra_hard,123,EH_123,incorrect,R
scored,Gemma 4 31B IT,extra_hard,124,EH_124,mixed,GRG
scored,Gemma 4 31B IT,extra_hard,125,EH_125,incorrect,R
scored,Gemma 4 31B IT,extra_hard,126,EH_126,mixed,GRR
scored,Gemma 4 31B IT,extra_hard,127,EH_127,incorrect,R
scored,Gemma 4 31B IT,extra_hard,128,EH_128,mixed,GRG
scored,Gemma 4 31B IT,extra_hard,129,EH_129,incorrect,R
scored,Gemma 4 31B IT,extra_hard,130,EH_130,mixed,GRR
scored,Gemma 4 31B IT,extra_hard,131,EH_131,incorrect,R
scored,Gemma 4 31B IT,extra_hard,132,EH_132,mixed,GRR
scored,Gemma 4 31B IT,extra_hard,133,EH_133,incorrect,R
scored,Gemma 4 31B IT,extra_hard,134,EH_134,correct,G
scored,Gemma 4 31B IT,extra_hard,135,EH_135,incorrect,R
scored,Gemma 4 31B IT,extra_hard,136,EH_136,correct,G
scored,Gemma 4 31B IT,extra_hard,137,EH_137,incorrect,R
scored,Gemma 4 31B IT,extra_hard,138,EH_138,correct,G
scored,Gemma 4 31B IT,extra_hard,139,EH_139,correct,G
scored,Gemma 4 31B IT,extra_hard,140,EH_140,correct,G
scored,Gemma 4 31B IT,extra_hard,141,EH_141,correct,G
scored,Gemma 4 31B IT,extra_hard,142,EH_142,correct,G
scored,Gemma 4 31B IT,extra_hard,143,EH_143,correct,G
scored,Gemma 4 31B IT,extra_hard,144,EH_144,correct,G
scored,Gemma 4 31B IT,extra_hard,145,EH_145,correct,G
scored,Gemma 4 31B IT,extra_hard,146,EH_146,correct,G
scored,Gemma 4 31B IT,extra_hard,147,EH_147,correct,G
scored,Gemma 4 31B IT,extra_hard,148,EH_148,correct,G
scored,Gemma 4 31B IT,extra_hard,149,EH_149,correct,G
scored,Gemma 4 31B IT,extra_hard,150,EH_150,correct,G
scored,Gemma 4 31B IT,extra_hard,151,EH_151,correct,G
scored,Gemma 4 31B IT,extra_hard,152,EH_152,correct,G
scored,Gemma 4 31B IT,extra_hard,153,EH_153,correct,G
scored,Gemma 4 31B IT,extra_hard,154,EH_154,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,155,EH_155,incorrect,R
scored,Gemma 4 31B IT,extra_hard,156,EH_156,correct,G
scored,Gemma 4 31B IT,extra_hard,157,EH_157,correct,G
scored,Gemma 4 31B IT,extra_hard,158,EH_158,correct,G
scored,Gemma 4 31B IT,extra_hard,159,EH_159,mixed,RGG
scored,Gemma 4 31B IT,extra_hard,160,EH_160,incorrect,R
scored,Gemma 4 31B IT,extra_hard,161,EH_161,incorrect,R
scored,Gemma 4 31B IT,extra_hard,162,EH_162,correct,G
scored,Gemma 4 31B IT,extra_hard,163,EH_163,incorrect,R
scored,Gemma 4 31B IT,extra_hard,164,EH_164,incorrect,R
scored,Gemma 4 31B IT,extra_hard,165,EH_165,correct,G
scored,Gemma 4 31B IT,extra_hard,166,EH_166,correct,G
scored,Gemma 4 31B IT,extra_hard,167,EH_167,correct,G
scored,Gemma 4 31B IT,extra_hard,168,EH_168,correct,G
scored,Gemma 4 31B IT,extra_hard,169,EH_169,correct,G
scored,Gemma 4 31B IT,extra_hard,170,EH_170,incorrect,R
scored,Gemma 4 31B IT,extra_hard,171,EH_171,incorrect,R
scored,Gemma 4 31B IT,extra_hard,172,EH_172,incorrect,R
scored,Gemma 4 31B IT,extra_hard,173,EH_173,incorrect,R
scored,Gemma 4 31B IT,extra_hard,174,EH_174,mixed,GRG
scored,Gemma 4 31B IT,extra_hard,175,EH_175,correct,G
scored,Gemma 4 31B IT,extra_hard,176,EH_176,mixed,GRR
scored,Gemma 4 31B IT,extra_hard,177,EH_177,correct,G
scored,Gemma 4 31B IT,extra_hard,178,EH_178,incorrect,R
scored,Gemma 4 31B IT,extra_hard,179,EH_179,mixed,GRG
scored,Gemma 4 31B IT,extra_hard,180,EH_180,incorrect,R
scored,Gemma 4 31B IT,extra_hard,181,EH_181,incorrect,R
scored,Gemma 4 31B IT,extra_hard,182,EH_182,incorrect,R
scored,Gemma 4 31B IT,extra_hard,183,EH_183,mixed,RRG
scored,Gemma 4 31B IT,extra_hard,184,EH_184,mixed,GRG
scored,Gemma 4 31B IT,extra_hard,185,EH_185,mixed,GRR
scored,Gemma 4 31B IT,extra_hard,186,EH_186,correct,G
scored,Gemma 4 31B IT,extra_hard,187,EH_187,correct,G
scored,Gemma 4 31B IT,extra_hard,188,EH_188,mixed,RGR
scored,Gemma 4 31B IT,extra_hard,189,EH_189,incorrect,R
scored,Gemma 4 31B IT,extra_hard,190,EH_190,mixed,GRR
scored,Gemma 4 31B IT,extra_hard,191,EH_191,incorrect,R
scored,Gemma 4 31B IT,extra_hard,192,EH_192,incorrect,R
scored,Gemma 4 31B IT,extra_hard,193,EH_193,incorrect,R
scored,Gemma 4 31B IT,extra_hard,194,EH_194,incorrect,R
scored,Gemma 4 31B IT,extra_hard,195,EH_195,incorrect,R
scored,Gemma 4 31B IT,extra_hard,196,EH_196,incorrect,R
scored,Gemma 4 31B IT,extra_hard,197,EH_197,incorrect,R
scored,Gemma 4 31B IT,extra_hard,198,EH_198,incorrect,R
scored,Gemma 4 31B IT,extra_hard,199,EH_199,incorrect,R
scored,Gemma 4 31B IT,extra_hard,200,EH_200,incorrect,R
scored,GPT-OSS 120B,extra_hard,1,EH_001,mixed,GRG
scored,GPT-OSS 120B,extra_hard,2,EH_002,correct,G
scored,GPT-OSS 120B,extra_hard,3,EH_003,mixed,GRR
scored,GPT-OSS 120B,extra_hard,4,EH_004,correct,G
scored,GPT-OSS 120B,extra_hard,5,EH_005,mixed,RGR
scored,GPT-OSS 120B,extra_hard,6,EH_006,mixed,GGR
scored,GPT-OSS 120B,extra_hard,7,EH_007,incorrect,R
scored,GPT-OSS 120B,extra_hard,8,EH_008,correct,G
scored,GPT-OSS 120B,extra_hard,9,EH_009,incorrect,R
scored,GPT-OSS 120B,extra_hard,10,EH_010,correct,G
scored,GPT-OSS 120B,extra_hard,11,EH_011,mixed,RGR
scored,GPT-OSS 120B,extra_hard,12,EH_012,correct,G
scored,GPT-OSS 120B,extra_hard,13,EH_013,mixed,RGG
scored,GPT-OSS 120B,extra_hard,14,EH_014,correct,G
scored,GPT-OSS 120B,extra_hard,15,EH_015,incorrect,R
scored,GPT-OSS 120B,extra_hard,16,EH_016,correct,G
scored,GPT-OSS 120B,extra_hard,17,EH_017,mixed,GGR
scored,GPT-OSS 120B,extra_hard,18,EH_018,mixed,GGR
scored,GPT-OSS 120B,extra_hard,19,EH_019,correct,G
scored,GPT-OSS 120B,extra_hard,20,EH_020,mixed,GGR
scored,GPT-OSS 120B,extra_hard,21,EH_021,incorrect,R
scored,GPT-OSS 120B,extra_hard,22,EH_022,correct,G
scored,GPT-OSS 120B,extra_hard,23,EH_023,mixed,RGR
scored,GPT-OSS 120B,extra_hard,24,EH_024,correct,G
scored,GPT-OSS 120B,extra_hard,25,EH_025,mixed,GRR
scored,GPT-OSS 120B,extra_hard,26,EH_026,mixed,GRG
scored,GPT-OSS 120B,extra_hard,27,EH_027,mixed,RRG
scored,GPT-OSS 120B,extra_hard,28,EH_028,mixed,GRG
scored,GPT-OSS 120B,extra_hard,29,EH_029,mixed,RGG
scored,GPT-OSS 120B,extra_hard,30,EH_030,correct,G
scored,GPT-OSS 120B,extra_hard,31,EH_031,mixed,RRG
scored,GPT-OSS 120B,extra_hard,32,EH_032,correct,G
scored,GPT-OSS 120B,extra_hard,33,EH_033,mixed,GRR
scored,GPT-OSS 120B,extra_hard,34,EH_034,correct,G
scored,GPT-OSS 120B,extra_hard,35,EH_035,incorrect,R
scored,GPT-OSS 120B,extra_hard,36,EH_036,correct,G
scored,GPT-OSS 120B,extra_hard,37,EH_037,mixed,RGR
scored,GPT-OSS 120B,extra_hard,38,EH_038,mixed,GGR
scored,GPT-OSS 120B,extra_hard,39,EH_039,mixed,GGR
scored,GPT-OSS 120B,extra_hard,40,EH_040,correct,G
scored,GPT-OSS 120B,extra_hard,41,EH_041,mixed,GGR
scored,GPT-OSS 120B,extra_hard,42,EH_042,correct,G
scored,GPT-OSS 120B,extra_hard,43,EH_043,mixed,GGR
scored,GPT-OSS 120B,extra_hard,44,EH_044,correct,G
scored,GPT-OSS 120B,extra_hard,45,EH_045,mixed,GRG
scored,GPT-OSS 120B,extra_hard,46,EH_046,correct,G
scored,GPT-OSS 120B,extra_hard,47,EH_047,mixed,GRR
scored,GPT-OSS 120B,extra_hard,48,EH_048,correct,G
scored,GPT-OSS 120B,extra_hard,49,EH_049,mixed,GRG
scored,GPT-OSS 120B,extra_hard,50,EH_050,mixed,GRG
scored,GPT-OSS 120B,extra_hard,51,EH_051,incorrect,R
scored,GPT-OSS 120B,extra_hard,52,EH_052,mixed,RGG
scored,GPT-OSS 120B,extra_hard,53,EH_053,mixed,GRR
scored,GPT-OSS 120B,extra_hard,54,EH_054,correct,G
scored,GPT-OSS 120B,extra_hard,55,EH_055,mixed,RGG
scored,GPT-OSS 120B,extra_hard,56,EH_056,correct,G
scored,GPT-OSS 120B,extra_hard,57,EH_057,mixed,GGR
scored,GPT-OSS 120B,extra_hard,58,EH_058,correct,G
scored,GPT-OSS 120B,extra_hard,59,EH_059,incorrect,R
scored,GPT-OSS 120B,extra_hard,60,EH_060,correct,G
scored,GPT-OSS 120B,extra_hard,61,EH_061,mixed,GRR
scored,GPT-OSS 120B,extra_hard,62,EH_062,mixed,GGR
scored,GPT-OSS 120B,extra_hard,63,EH_063,incorrect,R
scored,GPT-OSS 120B,extra_hard,64,EH_064,mixed,GRG
scored,GPT-OSS 120B,extra_hard,65,EH_065,mixed,GRG
scored,GPT-OSS 120B,extra_hard,66,EH_066,mixed,GGR
scored,GPT-OSS 120B,extra_hard,67,EH_067,mixed,RRG
scored,GPT-OSS 120B,extra_hard,68,EH_068,mixed,GRG
scored,GPT-OSS 120B,extra_hard,69,EH_069,correct,G
scored,GPT-OSS 120B,extra_hard,70,EH_070,correct,G
scored,GPT-OSS 120B,extra_hard,71,EH_071,incorrect,R
scored,GPT-OSS 120B,extra_hard,72,EH_072,mixed,GRG
scored,GPT-OSS 120B,extra_hard,73,EH_073,correct,G
scored,GPT-OSS 120B,extra_hard,74,EH_074,correct,G
scored,GPT-OSS 120B,extra_hard,75,EH_075,mixed,RRG
scored,GPT-OSS 120B,extra_hard,76,EH_076,mixed,GGR
scored,GPT-OSS 120B,extra_hard,77,EH_077,mixed,GRG
scored,GPT-OSS 120B,extra_hard,78,EH_078,mixed,RGG
scored,GPT-OSS 120B,extra_hard,79,EH_079,incorrect,R
scored,GPT-OSS 120B,extra_hard,80,EH_080,correct,G
scored,GPT-OSS 120B,extra_hard,81,EH_081,correct,G
scored,GPT-OSS 120B,extra_hard,82,EH_082,correct,G
scored,GPT-OSS 120B,extra_hard,83,EH_083,incorrect,R
scored,GPT-OSS 120B,extra_hard,84,EH_084,mixed,GGR
scored,GPT-OSS 120B,extra_hard,85,EH_085,mixed,GRR
scored,GPT-OSS 120B,extra_hard,86,EH_086,correct,G
scored,GPT-OSS 120B,extra_hard,87,EH_087,incorrect,R
scored,GPT-OSS 120B,extra_hard,88,EH_088,mixed,RGR
scored,GPT-OSS 120B,extra_hard,89,EH_089,incorrect,R
scored,GPT-OSS 120B,extra_hard,90,EH_090,mixed,GRG
scored,GPT-OSS 120B,extra_hard,91,EH_091,mixed,RGR
scored,GPT-OSS 120B,extra_hard,92,EH_092,mixed,GRG
scored,GPT-OSS 120B,extra_hard,93,EH_093,incorrect,R
scored,GPT-OSS 120B,extra_hard,94,EH_094,mixed,GRG
scored,GPT-OSS 120B,extra_hard,95,EH_095,mixed,GRG
scored,GPT-OSS 120B,extra_hard,96,EH_096,mixed,GGR
scored,GPT-OSS 120B,extra_hard,97,EH_097,incorrect,R
scored,GPT-OSS 120B,extra_hard,98,EH_098,correct,G
scored,GPT-OSS 120B,extra_hard,99,EH_099,incorrect,R
scored,GPT-OSS 120B,extra_hard,100,EH_100,correct,G
scored,GPT-OSS 120B,extra_hard,101,EH_101,mixed,GRG
scored,GPT-OSS 120B,extra_hard,102,EH_102,correct,G
scored,GPT-OSS 120B,extra_hard,103,EH_103,mixed,RGR
scored,GPT-OSS 120B,extra_hard,104,EH_104,correct,G
scored,GPT-OSS 120B,extra_hard,105,EH_105,mixed,RGG
scored,GPT-OSS 120B,extra_hard,106,EH_106,correct,G
scored,GPT-OSS 120B,extra_hard,107,EH_107,mixed,GGR
scored,GPT-OSS 120B,extra_hard,108,EH_108,correct,G
scored,GPT-OSS 120B,extra_hard,109,EH_109,mixed,RGR
scored,GPT-OSS 120B,extra_hard,110,EH_110,correct,G
scored,GPT-OSS 120B,extra_hard,111,EH_111,mixed,RGR
scored,GPT-OSS 120B,extra_hard,112,EH_112,correct,G
scored,GPT-OSS 120B,extra_hard,113,EH_113,mixed,GRR
scored,GPT-OSS 120B,extra_hard,114,EH_114,correct,G
scored,GPT-OSS 120B,extra_hard,115,EH_115,mixed,RRG
scored,GPT-OSS 120B,extra_hard,116,EH_116,correct,G
scored,GPT-OSS 120B,extra_hard,117,EH_117,mixed,RGG
scored,GPT-OSS 120B,extra_hard,118,EH_118,correct,G
scored,GPT-OSS 120B,extra_hard,119,EH_119,correct,G
scored,GPT-OSS 120B,extra_hard,120,EH_120,correct,G
scored,GPT-OSS 120B,extra_hard,121,EH_121,incorrect,R
scored,GPT-OSS 120B,extra_hard,122,EH_122,correct,G
scored,GPT-OSS 120B,extra_hard,123,EH_123,mixed,RGR
scored,GPT-OSS 120B,extra_hard,124,EH_124,correct,G
scored,GPT-OSS 120B,extra_hard,125,EH_125,mixed,GRR
scored,GPT-OSS 120B,extra_hard,126,EH_126,mixed,RGG
scored,GPT-OSS 120B,extra_hard,127,EH_127,mixed,GRR
scored,GPT-OSS 120B,extra_hard,128,EH_128,correct,G
scored,GPT-OSS 120B,extra_hard,129,EH_129,mixed,GRG
scored,GPT-OSS 120B,extra_hard,130,EH_130,correct,G
scored,GPT-OSS 120B,extra_hard,131,EH_131,mixed,GRG
scored,GPT-OSS 120B,extra_hard,132,EH_132,correct,G
scored,GPT-OSS 120B,extra_hard,133,EH_133,incorrect,R
scored,GPT-OSS 120B,extra_hard,134,EH_134,correct,G
scored,GPT-OSS 120B,extra_hard,135,EH_135,mixed,RRG
scored,GPT-OSS 120B,extra_hard,136,EH_136,correct,G
scored,GPT-OSS 120B,extra_hard,137,EH_137,incorrect,R
scored,GPT-OSS 120B,extra_hard,138,EH_138,correct,G
scored,GPT-OSS 120B,extra_hard,139,EH_139,correct,G
scored,GPT-OSS 120B,extra_hard,140,EH_140,correct,G
scored,GPT-OSS 120B,extra_hard,141,EH_141,mixed,GRG
scored,GPT-OSS 120B,extra_hard,142,EH_142,mixed,RRG
scored,GPT-OSS 120B,extra_hard,143,EH_143,correct,G
scored,GPT-OSS 120B,extra_hard,144,EH_144,correct,G
scored,GPT-OSS 120B,extra_hard,145,EH_145,mixed,RRG
scored,GPT-OSS 120B,extra_hard,146,EH_146,incorrect,R
scored,GPT-OSS 120B,extra_hard,147,EH_147,mixed,GRG
scored,GPT-OSS 120B,extra_hard,148,EH_148,correct,G
scored,GPT-OSS 120B,extra_hard,149,EH_149,correct,G
scored,GPT-OSS 120B,extra_hard,150,EH_150,correct,G
scored,GPT-OSS 120B,extra_hard,151,EH_151,incorrect,R
scored,GPT-OSS 120B,extra_hard,152,EH_152,correct,G
scored,GPT-OSS 120B,extra_hard,153,EH_153,mixed,GRG
scored,GPT-OSS 120B,extra_hard,154,EH_154,correct,G
scored,GPT-OSS 120B,extra_hard,155,EH_155,correct,G
scored,GPT-OSS 120B,extra_hard,156,EH_156,mixed,GGR
scored,GPT-OSS 120B,extra_hard,157,EH_157,correct,G
scored,GPT-OSS 120B,extra_hard,158,EH_158,correct,G
scored,GPT-OSS 120B,extra_hard,159,EH_159,correct,G
scored,GPT-OSS 120B,extra_hard,160,EH_160,correct,G
scored,GPT-OSS 120B,extra_hard,161,EH_161,correct,G
scored,GPT-OSS 120B,extra_hard,162,EH_162,correct,G
scored,GPT-OSS 120B,extra_hard,163,EH_163,mixed,GRG
scored,GPT-OSS 120B,extra_hard,164,EH_164,mixed,RGG
scored,GPT-OSS 120B,extra_hard,165,EH_165,mixed,GGR
scored,GPT-OSS 120B,extra_hard,166,EH_166,correct,G
scored,GPT-OSS 120B,extra_hard,167,EH_167,correct,G
scored,GPT-OSS 120B,extra_hard,168,EH_168,correct,G
scored,GPT-OSS 120B,extra_hard,169,EH_169,correct,G
scored,GPT-OSS 120B,extra_hard,170,EH_170,incorrect,R
scored,GPT-OSS 120B,extra_hard,171,EH_171,incorrect,R
scored,GPT-OSS 120B,extra_hard,172,EH_172,mixed,RGR
scored,GPT-OSS 120B,extra_hard,173,EH_173,mixed,GRR
scored,GPT-OSS 120B,extra_hard,174,EH_174,incorrect,R
scored,GPT-OSS 120B,extra_hard,175,EH_175,incorrect,R
scored,GPT-OSS 120B,extra_hard,176,EH_176,incorrect,R
scored,GPT-OSS 120B,extra_hard,177,EH_177,incorrect,R
scored,GPT-OSS 120B,extra_hard,178,EH_178,mixed,GRR
scored,GPT-OSS 120B,extra_hard,179,EH_179,mixed,GRR
scored,GPT-OSS 120B,extra_hard,180,EH_180,incorrect,R
scored,GPT-OSS 120B,extra_hard,181,EH_181,incorrect,R
scored,GPT-OSS 120B,extra_hard,182,EH_182,mixed,GRR
scored,GPT-OSS 120B,extra_hard,183,EH_183,incorrect,R
scored,GPT-OSS 120B,extra_hard,184,EH_184,incorrect,R
scored,GPT-OSS 120B,extra_hard,185,EH_185,incorrect,R
scored,GPT-OSS 120B,extra_hard,186,EH_186,correct,G
scored,GPT-OSS 120B,extra_hard,187,EH_187,incorrect,R
scored,GPT-OSS 120B,extra_hard,188,EH_188,incorrect,R
scored,GPT-OSS 120B,extra_hard,189,EH_189,mixed,RGR
scored,GPT-OSS 120B,extra_hard,190,EH_190,incorrect,R
scored,GPT-OSS 120B,extra_hard,191,EH_191,incorrect,R
scored,GPT-OSS 120B,extra_hard,192,EH_192,incorrect,R
scored,GPT-OSS 120B,extra_hard,193,EH_193,mixed,RGR
scored,GPT-OSS 120B,extra_hard,194,EH_194,mixed,RRG
scored,GPT-OSS 120B,extra_hard,195,EH_195,mixed,RGG
scored,GPT-OSS 120B,extra_hard,196,EH_196,incorrect,R
scored,GPT-OSS 120B,extra_hard,197,EH_197,incorrect,R
scored,GPT-OSS 120B,extra_hard,198,EH_198,incorrect,R
scored,GPT-OSS 120B,extra_hard,199,EH_199,mixed,RRG
scored,GPT-OSS 120B,extra_hard,200,EH_200,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,1,EH_001,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,2,EH_002,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,3,EH_003,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,4,EH_004,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,5,EH_005,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,6,EH_006,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,7,EH_007,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,8,EH_008,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,9,EH_009,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,10,EH_010,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,11,EH_011,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,12,EH_012,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,13,EH_013,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,14,EH_014,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,15,EH_015,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,16,EH_016,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,17,EH_017,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,18,EH_018,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,19,EH_019,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,20,EH_020,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,21,EH_021,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,22,EH_022,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,23,EH_023,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,24,EH_024,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,25,EH_025,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,26,EH_026,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,27,EH_027,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,28,EH_028,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,29,EH_029,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,30,EH_030,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,31,EH_031,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,32,EH_032,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,33,EH_033,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,34,EH_034,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,35,EH_035,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,36,EH_036,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,37,EH_037,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,38,EH_038,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,39,EH_039,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,40,EH_040,mixed,GRR
scored,Llama 3.3 70B Instruct,extra_hard,41,EH_041,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,42,EH_042,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,43,EH_043,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,44,EH_044,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,45,EH_045,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,46,EH_046,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,47,EH_047,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,48,EH_048,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,49,EH_049,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,50,EH_050,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,51,EH_051,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,52,EH_052,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,53,EH_053,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,54,EH_054,incorrect,R
scored,Llama 3.3 70B Instruct,extra_hard,55,EH_055,correct,G
scored,Llama 3.3 70B Instruct,extra_hard,56,EH_056,incorrect,R
